person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,high_loan_burden,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,age_group_Middle-aged,age_group_Senior,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
23,50000,1.0,1,25000,7.9,1,0.5,0,3,0,False,False,True,False,False,False,False,False,False,False
25,50000,4.0,1,25000,5.99,1,0.5,0,2,0,False,False,True,False,False,False,True,False,False,False
24,44000,2.0,4,25000,15.33,1,0.57,0,2,1,False,False,True,False,False,False,False,False,False,False
23,50000,1.0,2,25000,11.83,1,0.5,0,4,0,False,False,True,False,False,False,False,False,False,True
22,50004,0.0,2,25000,10.36,1,0.5,0,2,0,False,False,True,False,False,False,False,False,False,True
22,50004,3.0,3,25000,12.23,1,0.5,0,3,0,False,False,True,False,False,False,False,False,False,True
22,52000,2.0,2,25000,11.11,1,0.48,0,4,0,False,False,True,False,False,True,False,False,False,False
23,13200,3.0,1,4950,7.9,1,0.38,0,4,0,False,True,False,False,False,False,False,False,False,False
24,220000,1.0,2,25000,11.58,0,0.11,0,2,0,False,False,False,False,False,True,False,False,False,False
23,216000,5.0,1,21000,8.9,0,0.1,0,3,0,False,False,False,False,False,False,False,False,False,False
25,216000,2.0,4,25000,16.07,0,0.12,0,3,0,False,False,False,False,False,True,False,False,False,False
26,216000,10.0,3,20000,14.22,0,0.09,1,2,0,False,False,False,False,False,True,False,False,False,False
23,215000,7.0,3,35000,14.79,0,0.16,1,3,0,False,False,False,False,False,False,False,True,False,False
26,215000,11.0,1,12000,7.88,0,0.06,0,2,0,False,False,False,False,False,True,False,False,False,False
23,52000,1.0,3,25000,13.22,1,0.48,0,2,0,False,False,True,False,False,False,False,False,True,False
26,46000,2.0,4,25000,11.86,1,0.54,0,4,1,False,False,True,False,False,False,False,False,False,False
22,53000,5.0,3,25000,13.43,1,0.47,1,4,0,False,False,True,False,False,True,False,False,False,False
26,47000,0.0,4,25000,15.28,1,0.53,1,2,1,False,False,True,False,False,False,True,False,False,False
23,47000,1.0,5,25000,17.93,1,0.53,0,2,1,False,False,True,False,False,False,False,False,False,True
23,13200,2.0,2,1400,9.25,0,0.11,0,4,0,False,False,False,False,False,True,False,False,False,False
21,13200,0.0,3,4500,12.98,1,0.34,0,4,0,False,True,False,False,False,False,False,False,False,True
22,210000,6.0,2,16000,10.62,0,0.08,0,4,0,False,False,False,False,False,False,False,False,False,True
26,210000,10.0,2,22000,11.83,0,0.1,0,4,0,False,True,False,False,False,False,False,False,True,False
26,48000,5.0,6,25000,18.43,1,0.52,0,2,1,False,False,True,False,False,False,False,False,False,True
22,54996,6.0,2,25000,10.99,1,0.45,0,4,0,False,False,True,False,False,True,False,False,False,False
24,55000,4.0,4,25000,15.31,1,0.45,1,4,0,False,False,True,False,False,False,True,False,False,False
23,55000,4.0,2,25000,11.36,1,0.45,0,3,0,False,False,True,False,False,True,False,False,False,False
23,55000,4.0,4,25000,15.65,1,0.45,1,3,0,False,False,True,False,False,True,False,False,False,False
24,55164,8.0,3,25000,13.22,1,0.45,1,4,0,False,False,True,False,False,False,False,False,True,False
26,56000,4.0,3,25000,12.87,1,0.45,0,2,0,False,False,True,False,False,False,False,False,False,False
24,203500,8.0,3,20000,13.04,0,0.1,0,3,0,False,True,False,False,False,False,False,True,False,False
23,190000,5.0,6,22000,17.58,1,0.12,1,3,0,False,False,False,False,False,True,False,False,False,False
23,13920,2.0,5,7750,17.04,1,0.56,0,4,1,False,True,False,False,False,False,False,False,True,False
24,60000,0.0,2,25000,10.99,1,0.42,0,3,0,False,False,True,False,False,False,False,False,True,False
24,60000,2.0,2,25000,11.11,1,0.42,0,3,0,False,False,True,False,False,False,False,False,True,False
26,54000,7.0,4,25000,14.83,1,0.46,1,2,0,False,False,True,False,False,False,False,False,False,False
23,14000,2.0,4,4000,15.31,1,0.29,0,3,0,False,True,False,False,False,False,False,False,False,False
24,200000,8.0,2,12000,12.69,0,0.06,0,2,0,False,False,True,False,False,False,False,True,False,False
24,200000,8.0,3,12000,13.49,0,0.06,0,2,0,False,False,False,False,False,False,True,False,False,False
21,200000,5.0,3,16000,14.65,0,0.08,0,4,0,False,False,False,False,False,True,False,False,False,False
25,54000,3.0,5,25000,16.82,1,0.46,0,4,0,False,False,True,False,False,False,True,False,False,False
23,60000,3.0,3,25000,12.73,1,0.42,0,3,0,False,False,True,False,False,False,False,False,True,False
23,60000,7.0,2,25000,10.25,1,0.42,0,4,0,False,False,True,False,False,False,False,False,True,False
21,60000,6.0,2,25000,10.99,1,0.42,0,4,0,False,False,True,False,False,True,False,False,False,False
25,61959,9.0,3,25000,12.73,1,0.4,0,2,0,False,False,True,False,False,False,False,True,False,False
22,56400,2.0,4,25000,14.96,1,0.44,1,3,0,False,False,True,False,False,False,True,False,False,False
23,200000,7.0,1,28000,7.49,0,0.14,0,2,0,False,False,False,False,False,True,False,False,False,False
21,200000,2.0,3,25000,13.99,0,0.13,0,2,0,False,False,False,False,False,False,False,False,False,False
24,200000,3.0,1,24000,7.49,0,0.12,0,4,0,False,False,False,False,False,False,False,False,False,True
26,200000,4.0,3,15000,14.79,0,0.07,0,3,0,False,False,False,False,False,True,False,False,False,False
25,200000,2.0,2,15500,11.99,0,0.08,0,2,0,False,False,False,False,False,False,False,False,False,False
24,200000,8.0,1,10000,8.49,0,0.05,0,4,0,False,False,True,False,False,True,False,False,False,False
24,66000,3.0,2,25000,9.91,1,0.38,0,2,0,False,False,True,False,False,True,False,False,False,False
22,66000,6.0,3,25000,13.06,1,0.38,1,3,0,False,False,True,False,False,True,False,False,False,False
22,200000,6.0,1,9000,6.17,0,0.04,0,4,0,False,False,False,False,False,False,False,False,False,False
144,200000,4.0,2,6000,11.86,0,0.03,0,2,0,False,False,False,False,True,True,False,False,False,False
25,200000,5.0,4,18000,16.32,0,0.09,0,3,0,False,False,True,False,False,True,False,False,False,False
25,200000,2.0,2,12000,10.38,0,0.06,0,2,0,False,False,False,False,False,False,False,False,False,True
25,200000,9.0,3,23050,14.35,0,0.12,0,3,0,False,False,False,False,False,False,False,False,True,False
24,200000,8.0,2,20000,10.99,0,0.1,0,3,0,False,False,False,False,False,False,False,False,False,False
24,60000,2.0,5,25000,16.82,1,0.42,1,2,0,False,False,True,False,False,False,False,False,False,False
21,14400,0.0,2,3000,10.99,1,0.21,0,4,0,False,True,False,False,False,False,True,False,False,False
26,66996,10.0,4,25000,15.21,1,0.37,1,2,0,False,False,True,False,False,False,False,False,True,False
23,67000,3.0,1,25000,7.9,1,0.37,0,4,0,False,False,True,False,False,True,False,False,False,False
24,67000,2.0,2,25000,10.99,1,0.37,0,3,0,False,False,True,False,False,False,False,False,False,True
24,68000,5.0,4,25000,14.09,1,0.37,1,3,0,False,False,True,False,False,False,False,False,True,False
25,69000,9.0,4,25000,17.49,1,0.36,0,2,0,False,False,True,False,False,False,False,False,True,False
25,200000,0.0,2,12000,11.48,0,0.06,0,3,0,False,False,False,False,False,True,False,False,False,False
26,188000,10.0,5,20000,17.74,1,0.11,0,2,0,False,False,False,False,False,False,False,False,False,True
26,200000,4.0,3,3000,13.92,0,0.01,0,3,0,False,False,False,False,False,False,False,False,True,False
25,69996,9.0,4,25000,15.21,1,0.36,0,3,0,False,False,True,False,False,True,False,False,False,False
22,14400,2.0,2,4000,10.99,1,0.28,0,3,0,False,True,False,False,False,False,False,True,False,False
24,70000,3.0,2,25000,11.86,1,0.36,0,4,0,False,False,True,False,False,True,False,False,False,False
24,14400,5.0,1,6000,7.49,1,0.42,0,3,0,False,True,False,False,False,False,False,False,True,False
24,56100,7.0,4,25000,16.49,1,0.38,0,4,0,False,False,True,False,False,False,False,True,False,False
25,66000,9.0,4,25000,15.33,1,0.38,1,2,0,False,False,True,False,False,False,False,False,False,True
26,66000,3.0,2,25000,11.58,1,0.38,0,4,0,False,False,True,False,False,False,True,False,False,False
25,14400,7.0,1,5375,5.79,1,0.37,0,2,0,False,True,False,False,False,True,False,False,False,False
25,72612,9.0,3,25000,13.11,1,0.34,0,2,0,False,False,True,False,False,False,False,True,False,False
23,74000,3.0,2,25000,10.36,1,0.34,0,3,0,False,False,True,False,False,False,False,True,False,False
25,75000,9.0,2,25000,10.36,1,0.33,0,2,0,False,False,True,False,False,False,False,False,False,False
24,192000,0.0,3,22000,13.48,0,0.11,1,2,0,False,False,True,False,False,False,False,True,False,False
21,192000,123.0,1,20000,6.54,0,0.1,0,4,0,False,False,False,False,False,False,False,False,False,True
25,191000,1.0,2,10000,12.53,0,0.05,0,4,0,False,False,False,False,False,False,False,True,False,False
26,190300,5.0,1,15000,7.49,0,0.08,0,3,0,False,False,False,False,False,False,False,False,True,False
22,190000,3.0,3,10000,13.48,0,0.05,0,3,0,False,False,False,False,False,False,False,False,False,True
24,75000,4.0,2,25000,10.25,1,0.33,0,4,0,False,False,True,False,False,True,False,False,False,False
22,71000,1.0,4,25000,15.95,1,0.35,1,4,0,False,False,True,False,False,True,False,False,False,False
26,190000,3.0,2,20000,12.18,0,0.11,0,4,0,False,False,False,False,False,False,False,False,False,True
23,189996,0.0,2,24000,11.83,0,0.13,0,3,0,False,True,False,False,False,False,False,False,True,False
23,78000,7.0,3,25000,13.48,1,0.32,1,2,0,False,False,True,False,False,False,False,False,False,False
23,78000,1.0,2,25000,10.62,1,0.32,0,3,0,False,False,True,False,False,False,False,False,False,True
23,78504,7.0,2,25000,10.74,1,0.32,0,3,0,False,False,True,False,False,False,False,False,False,True
25,186000,9.0,2,10000,10.25,0,0.05,0,4,0,False,True,False,False,False,False,False,False,False,True
24,185000,4.0,2,35000,12.42,0,0.19,0,2,0,False,False,False,False,False,True,False,False,False,False
25,185000,6.0,3,15000,15.27,0,0.08,0,2,0,False,False,True,False,False,False,False,False,False,True
24,62050,8.0,4,25000,15.33,1,0.34,1,2,0,False,False,True,False,False,False,False,True,False,False
23,79416,7.0,4,25000,15.21,1,0.31,1,2,0,False,False,True,False,False,False,False,False,False,True
21,14400,4.0,3,6250,14.72,1,0.43,0,2,0,False,True,False,False,False,False,False,False,False,True
24,79631,8.0,4,25000,15.7,1,0.31,1,2,0,False,False,True,False,False,False,False,False,True,False
24,79632,0.0,3,25000,13.35,1,0.31,0,4,0,False,False,True,False,False,True,False,False,False,False
21,14400,0.0,3,1500,13.48,0,0.1,0,4,0,False,False,False,False,False,False,False,True,False,False
24,80000,6.0,1,25000,6.62,1,0.31,0,2,0,False,False,True,False,False,True,False,False,False,False
26,80000,5.0,3,25000,13.61,1,0.31,0,4,0,False,False,True,False,False,False,False,False,False,False
22,185000,4.0,2,25000,11.36,0,0.14,0,2,0,False,False,True,False,False,False,False,True,False,False
26,185000,10.0,1,5000,7.68,0,0.03,0,2,0,False,True,False,False,False,False,False,False,True,False
24,184992,7.0,4,22000,14.46,0,0.12,1,4,0,False,False,True,False,False,False,True,False,False,False
23,184000,5.0,2,2500,11.83,0,0.01,0,2,0,False,True,False,False,False,True,False,False,False,False
24,172000,6.0,3,20000,13.47,1,0.12,1,4,0,False,False,False,False,False,False,False,False,False,False
24,183000,2.0,2,20000,11.49,0,0.11,0,3,0,False,False,False,False,False,False,False,True,False,False
22,183000,3.0,1,1000,7.49,0,0.01,0,2,0,False,False,False,False,False,True,False,False,False,False
25,182952,9.0,1,15000,6.03,0,0.08,0,3,0,False,False,False,False,False,False,False,False,True,False
23,74004,7.0,5,25000,16.35,1,0.34,0,4,0,False,False,True,False,False,False,False,False,False,False
26,74004,10.0,4,25000,15.31,1,0.34,1,4,0,False,False,True,False,False,False,False,False,False,False
25,81000,5.0,1,25000,7.29,1,0.31,0,3,0,False,False,True,False,False,False,False,False,False,False
23,81600,1.0,2,25000,11.36,1,0.31,0,3,0,False,False,True,False,False,False,False,True,False,False
24,82000,8.0,2,25000,10.25,0,0.3,0,2,0,False,False,True,False,False,False,False,False,False,True
24,83000,5.0,2,25000,11.12,0,0.3,0,3,0,False,False,True,False,False,True,False,False,False,False
24,83000,5.0,4,25000,12.92,0,0.3,1,3,0,False,False,True,False,False,False,False,False,True,False
24,180000,8.0,5,18000,18.64,0,0.1,1,4,0,False,False,True,False,False,True,False,False,False,False
23,180000,8.0,1,28000,7.51,0,0.16,0,3,0,False,False,False,False,False,False,False,False,True,False
23,14400,2.0,5,4000,16.7,1,0.28,0,2,0,False,True,False,False,False,False,True,False,False,False
22,14400,0.0,2,2100,11.14,0,0.15,0,4,0,False,True,False,False,False,False,False,False,True,False
22,84500,6.0,6,25000,18.3,0,0.3,0,4,0,False,False,True,False,False,False,False,False,True,False
24,85000,5.0,2,25000,10.62,0,0.29,0,4,0,False,False,True,False,False,False,False,True,False,False
24,180000,7.0,2,14000,11.99,0,0.08,0,2,0,False,False,False,False,False,False,False,False,False,True
26,180000,2.0,2,12000,9.63,0,0.07,0,4,0,False,False,False,False,False,False,False,False,False,True
25,142800,9.0,6,10000,18.25,1,0.06,0,4,0,False,False,False,False,False,False,False,True,False,False
23,14664,0.0,3,6000,13.48,1,0.41,0,4,0,False,False,False,False,False,False,False,False,False,False
24,87000,8.0,4,25000,14.84,0,0.29,0,3,0,False,False,True,False,False,False,True,False,False,False
24,75000,0.0,5,25000,14.7,1,0.33,1,3,0,False,False,True,False,False,False,False,False,False,True
23,76000,7.0,4,25000,16.02,1,0.33,0,4,0,False,False,True,False,False,False,False,False,False,False
23,66215,1.0,4,25000,15.37,1,0.32,1,2,0,False,False,True,False,False,False,False,True,False,False
25,90000,9.0,2,25000,10.99,0,0.28,0,4,0,False,False,True,False,False,False,False,True,False,False
21,15000,0.0,1,6200,7.9,1,0.41,0,2,0,False,True,False,False,False,False,True,False,False,False
26,180000,2.0,2,25000,10.99,0,0.14,0,4,0,False,True,False,False,False,False,False,False,True,False
24,180000,8.0,2,21000,11.48,0,0.12,0,3,0,False,True,False,False,False,True,False,False,False,False
25,180000,9.0,3,20000,14.26,0,0.11,1,4,0,False,True,False,False,False,False,False,True,False,False
26,180000,0.0,1,10000,8.0,0,0.06,0,4,0,False,True,False,False,False,False,True,False,False,False
25,180000,3.0,2,9950,11.26,0,0.06,0,2,0,False,False,False,False,False,False,False,False,False,True
23,15000,7.0,2,4475,10.99,1,0.3,0,4,0,False,True,False,False,False,False,False,True,False,False
23,78000,2.0,4,25000,16.32,1,0.32,1,3,0,False,False,True,False,False,False,False,False,False,True
25,66300,3.0,5,25000,17.93,1,0.32,1,4,0,False,False,True,False,False,False,False,True,False,False
